source_folder,filename,extension,size_bytes,relative_path
HAM10000_images_part_1,ISIC_0024306.jpg,.jpg,279172,HAM10000_images_part_1\ISIC_0024306.jpg
HAM10000_images_part_1,ISIC_0024307.jpg,.jpg,274405,HAM10000_images_part_1\ISIC_0024307.jpg
HAM10000_images_part_1,ISIC_0024308.jpg,.jpg,295747,HAM10000_images_part_1\ISIC_0024308.jpg
HAM10000_images_part_1,ISIC_0024309.jpg,.jpg,278615,HAM10000_images_part_1\ISIC_0024309.jpg
HAM10000_images_part_1,ISIC_0024310.jpg,.jpg,372386,HAM10000_images_part_1\ISIC_0024310.jpg
HAM10000_images_part_1,ISIC_0024311.jpg,.jpg,273101,HAM10000_images_part_1\ISIC_0024311.jpg
HAM10000_images_part_1,ISIC_0024312.jpg,.jpg,257771,HAM10000_images_part_1\ISIC_0024312.jpg
HAM10000_images_part_1,ISIC_0024313.jpg,.jpg,247904,HAM10000_images_part_1\ISIC_0024313.jpg
HAM10000_images_part_1,ISIC_0024314.jpg,.jpg,269124,HAM10000_images_part_1\ISIC_0024314.jpg
HAM10000_images_part_1,ISIC_0024315.jpg,.jpg,302692,HAM10000_images_part_1\ISIC_0024315.jpg
HAM10000_images_part_1,ISIC_0024316.jpg,.jpg,284060,HAM10000_images_part_1\ISIC_0024316.jpg
HAM10000_images_part_1,ISIC_0024317.jpg,.jpg,273903,HAM10000_images_part_1\ISIC_0024317.jpg
HAM10000_images_part_1,ISIC_0024318.jpg,.jpg,298082,HAM10000_images_part_1\ISIC_0024318.jpg
HAM10000_images_part_1,ISIC_0024319.jpg,.jpg,290761,HAM10000_images_part_1\ISIC_0024319.jpg
HAM10000_images_part_1,ISIC_0024320.jpg,.jpg,319930,HAM10000_images_part_1\ISIC_0024320.jpg
HAM10000_images_part_1,ISIC_0024321.jpg,.jpg,271361,HAM10000_images_part_1\ISIC_0024321.jpg
HAM10000_images_part_1,ISIC_0024322.jpg,.jpg,331448,HAM10000_images_part_1\ISIC_0024322.jpg
HAM10000_images_part_1,ISIC_0024323.jpg,.jpg,280122,HAM10000_images_part_1\ISIC_0024323.jpg
HAM10000_images_part_1,ISIC_0024324.jpg,.jpg,238715,HAM10000_images_part_1\ISIC_0024324.jpg
HAM10000_images_part_1,ISIC_0024325.jpg,.jpg,283871,HAM10000_images_part_1\ISIC_0024325.jpg
