image_path,width,height,aspect_ratio,size_kb
data/raw/ISIC_Archive_2/images/ISIC_0026873.jpg,600,450,1.3333,23.76
data/raw/ISIC_Archive_2/images/ISIC_0024565.jpg,600,450,1.3333,30.84
data/raw/ISIC_Archive_2/images/ISIC_0054230.jpg,1024,1024,1.0,54.09
data/raw/ISIC_Archive_2/images/ISIC_0069435.jpg,1024,1024,1.0,69.49
data/raw/ISIC_Archive_2/images/ISIC_0027475.jpg,600,450,1.3333,21.15
data/raw/ISIC_Archive_2/images/ISIC_0057792.jpg,1024,1024,1.0,56.11
data/raw/ISIC_Archive_2/images/ISIC_0032252.jpg,600,450,1.3333,24.46
data/raw/ISIC_Archive_2/images/ISIC_0000089.jpg,2048,1536,1.3333,213.16
data/raw/ISIC_Archive_2/images/ISIC_0012494.jpg,4288,2848,1.5056,704.61
data/raw/ISIC_Archive_2/images/ISIC_0053889.jpg,1024,1024,1.0,61.61
data/raw/ISIC_Archive_2/images/ISIC_0000484.jpg,919,802,1.1459,45.8
data/raw/ISIC_Archive_2/images/ISIC_0026044.jpg,600,450,1.3333,19.49
data/raw/ISIC_Archive_2/images/ISIC_0072613.jpg,1024,1024,1.0,53.67
data/raw/ISIC_Archive_2/images/ISIC_0072167.jpg,1024,1024,1.0,56.31
data/raw/ISIC_Archive_2/images/ISIC_0030139.jpg,600,450,1.3333,29.07
data/raw/ISIC_Archive_2/images/ISIC_0015233.jpg,6641,4401,1.509,1913.74
data/raw/ISIC_Archive_2/images/ISIC_0028250.jpg,600,450,1.3333,24.62
data/raw/ISIC_Archive_2/images/ISIC_0027670.jpg,600,450,1.3333,30.01
data/raw/ISIC_Archive_2/images/ISIC_0030348.jpg,600,450,1.3333,21.14
data/raw/ISIC_Archive_2/images/ISIC_0024740.jpg,600,450,1.3333,21.54
data/raw/ISIC_Archive_2/images/ISIC_0031580.jpg,600,450,1.3333,21.21
data/raw/ISIC_Archive_2/images/ISIC_0055215.jpg,1024,1024,1.0,62.2
data/raw/ISIC_Archive_2/images/ISIC_0053815.jpg,1024,1024,1.0,37.61
data/raw/ISIC_Archive_2/images/ISIC_0014149.jpg,4288,2848,1.5056,613.76
data/raw/ISIC_Archive_2/images/ISIC_0064740.jpg,1024,1024,1.0,56.77
