image_path,width,height,aspect_ratio,size_kb
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026182.jpg,600,450,1.3333,280.06
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024718.jpg,600,450,1.3333,242.18
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025768.jpg,600,450,1.3333,273.87
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024420.jpg,600,450,1.3333,304.13
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024748.jpg,600,450,1.3333,217.26
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0032008.jpg,600,450,1.3333,157.14
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024477.jpg,600,450,1.3333,266.14
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030685.jpg,600,450,1.3333,262.63
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030945.jpg,600,450,1.3333,206.96
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033427.jpg,600,450,1.3333,301.88
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024549.jpg,600,450,1.3333,268.44
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033606.jpg,600,450,1.3333,269.47
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030294.jpg,600,450,1.3333,260.64
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028872.jpg,600,450,1.3333,229.24
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028003.jpg,600,450,1.3333,285.58
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033816.jpg,600,450,1.3333,264.91
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030600.jpg,600,450,1.3333,261.7
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026674.jpg,600,450,1.3333,166.42
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029866.jpg,600,450,1.3333,260.27
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026838.jpg,600,450,1.3333,253.18
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028993.jpg,600,450,1.3333,200.52
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029736.jpg,600,450,1.3333,152.25
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033364.jpg,600,450,1.3333,297.37
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031242.jpg,600,450,1.3333,258.2
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026233.jpg,600,450,1.3333,267.63
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031844.jpg,600,450,1.3333,159.78
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033796.jpg,600,450,1.3333,291.35
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030597.jpg,600,450,1.3333,224.02
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026593.jpg,600,450,1.3333,282.46
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026472.jpg,600,450,1.3333,269.92
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027634.jpg,600,450,1.3333,262.14
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030517.jpg,600,450,1.3333,327.77
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025513.jpg,600,450,1.3333,254.82
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025542.jpg,600,450,1.3333,247.4
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027230.jpg,600,450,1.3333,293.31
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028752.jpg,600,450,1.3333,270.4
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0032298.jpg,600,450,1.3333,283.33
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0032241.jpg,600,450,1.3333,256.45
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026025.jpg,600,450,1.3333,274.49
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025831.jpg,600,450,1.3333,205.23
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024908.jpg,600,450,1.3333,237.16
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026818.jpg,600,450,1.3333,185.15
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028110.jpg,600,450,1.3333,223.79
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031689.jpg,600,450,1.3333,278.56
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031330.jpg,600,450,1.3333,332.64
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024831.jpg,600,450,1.3333,258.33
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029338.jpg,600,450,1.3333,271.19
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027484.jpg,600,450,1.3333,264.35
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0032164.jpg,600,450,1.3333,271.22
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026851.jpg,600,450,1.3333,267.65
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026743.jpg,600,450,1.3333,188.51
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026961.jpg,600,450,1.3333,284.51
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027370.jpg,600,450,1.3333,317.96
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0032114.jpg,600,450,1.3333,288.91
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031437.jpg,600,450,1.3333,343.66
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025048.jpg,600,450,1.3333,268.92
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029379.jpg,600,450,1.3333,272.54
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031008.jpg,600,450,1.3333,282.86
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025580.jpg,600,450,1.3333,276.7
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025874.jpg,600,450,1.3333,294.55
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029340.jpg,600,450,1.3333,209.26
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030316.jpg,600,450,1.3333,307.32
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033955.jpg,600,450,1.3333,314.42
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027271.jpg,600,450,1.3333,174.54
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029909.jpg,600,450,1.3333,296.13
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0032436.jpg,600,450,1.3333,160.98
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029705.jpg,600,450,1.3333,245.35
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028188.jpg,600,450,1.3333,202.4
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033494.jpg,600,450,1.3333,315.75
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027734.jpg,600,450,1.3333,276.18
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031714.jpg,600,450,1.3333,262.89
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030642.jpg,600,450,1.3333,328.76
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027189.jpg,600,450,1.3333,242.67
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025833.jpg,600,450,1.3333,319.53
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026804.jpg,600,450,1.3333,243.38
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028879.jpg,600,450,1.3333,316.65
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0034044.jpg,600,450,1.3333,299.58
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027334.jpg,600,450,1.3333,200.01
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024564.jpg,600,450,1.3333,221.1
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026898.jpg,600,450,1.3333,259.9
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033316.jpg,600,450,1.3333,314.78
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033101.jpg,600,450,1.3333,314.65
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0034139.jpg,600,450,1.3333,251.62
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033629.jpg,600,450,1.3333,306.93
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029770.jpg,600,450,1.3333,268.62
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033452.jpg,600,450,1.3333,278.84
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030189.jpg,600,450,1.3333,300.53
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027775.jpg,600,450,1.3333,282.72
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033899.jpg,600,450,1.3333,274.85
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0032464.jpg,600,450,1.3333,270.17
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033238.jpg,600,450,1.3333,332.62
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0026759.jpg,600,450,1.3333,190.17
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030310.jpg,600,450,1.3333,270.59
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025204.jpg,600,450,1.3333,273.21
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033230.jpg,600,450,1.3333,328.51
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025462.jpg,600,450,1.3333,267.58
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031150.jpg,600,450,1.3333,282.87
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027965.jpg,600,450,1.3333,282.77
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027469.jpg,600,450,1.3333,202.15
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030107.jpg,600,450,1.3333,196.1
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027952.jpg,600,450,1.3333,266.81
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028352.jpg,600,450,1.3333,241.78
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027244.jpg,600,450,1.3333,254.18
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030112.jpg,600,450,1.3333,275.28
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033007.jpg,600,450,1.3333,305.13
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0031839.jpg,600,450,1.3333,255.68
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027623.jpg,600,450,1.3333,289.35
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024742.jpg,600,450,1.3333,269.92
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027114.jpg,600,450,1.3333,207.45
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0028552.jpg,600,450,1.3333,274.95
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033509.jpg,600,450,1.3333,356.73
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0027515.jpg,600,450,1.3333,287.47
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025834.jpg,600,450,1.3333,310.86
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0030039.jpg,600,450,1.3333,239.56
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0034190.jpg,600,450,1.3333,188.9
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0033943.jpg,600,450,1.3333,346.48
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025083.jpg,600,450,1.3333,272.8
data/raw/HAM10000/HAM10000_images_part_2/ISIC_0029629.jpg,600,450,1.3333,272.28
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0024889.jpg,600,450,1.3333,274.57
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025211.jpg,600,450,1.3333,280.02
data/raw/HAM10000/HAM10000_images_part_1/ISIC_0025769.jpg,600,450,1.3333,289.59
