relative_path,status,error_message,width,height,mode
Train\actinic keratosis\ISIC_0025780.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0025803.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0025825.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0025953.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0025957.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0025992.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026040.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026149.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026171.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026194.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026212.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026457.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026468.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026525.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026575.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026625.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026626.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026650.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026702.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026709.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026729.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026765.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026848.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026857.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026905.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0026984.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027172.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027254.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027334.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027447.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027452.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027536.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027562.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027580.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027615.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027650.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027668.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027802.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027829.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027884.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027896.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027950.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0027958.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028063.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028076.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028190.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028314.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028370.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028393.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028517.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028558.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028820.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028854.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028941.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0028990.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029025.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029041.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029133.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029141.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029210.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029309.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029460.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029500.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029659.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029713.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029781.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029827.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029830.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029840.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029900.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029915.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0029930.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030036.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030133.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030142.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030143.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030242.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030344.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030408.jpg,OK,,600,450,RGB
Train\actinic keratosis\ISIC_0030463.jpg,OK,,600,450,RGB
