split,class_label,filename,extension,size_bytes,relative_path
Train,nevus,ISIC_0010512.jpg,.jpg,148623,Train\nevus\ISIC_0010512.jpg
Test,actinic keratosis,ISIC_0010512.jpg,.jpg,148623,Test\actinic keratosis\ISIC_0010512.jpg
Test,seborrheic keratosis,ISIC_0010803.jpg,.jpg,158064,Test\seborrheic keratosis\ISIC_0010803.jpg
Train,melanoma,ISIC_0010803.jpg,.jpg,158064,Train\melanoma\ISIC_0010803.jpg
Test,seborrheic keratosis,ISIC_0010808.jpg,.jpg,189079,Test\seborrheic keratosis\ISIC_0010808.jpg
Train,melanoma,ISIC_0010808.jpg,.jpg,189079,Train\melanoma\ISIC_0010808.jpg
Test,seborrheic keratosis,ISIC_0010809.jpg,.jpg,216205,Test\seborrheic keratosis\ISIC_0010809.jpg
Train,melanoma,ISIC_0010809.jpg,.jpg,216205,Train\melanoma\ISIC_0010809.jpg
Train,melanoma,ISIC_0010810.jpg,.jpg,159089,Train\melanoma\ISIC_0010810.jpg
Train,seborrheic keratosis,ISIC_0010810.jpg,.jpg,159089,Train\seborrheic keratosis\ISIC_0010810.jpg
Train,seborrheic keratosis,ISIC_0010812.jpg,.jpg,234772,Train\seborrheic keratosis\ISIC_0010812.jpg
Train,melanoma,ISIC_0010812.jpg,.jpg,234772,Train\melanoma\ISIC_0010812.jpg
Train,seborrheic keratosis,ISIC_0010834.jpg,.jpg,165788,Train\seborrheic keratosis\ISIC_0010834.jpg
Train,melanoma,ISIC_0010834.jpg,.jpg,165788,Train\melanoma\ISIC_0010834.jpg
Train,seborrheic keratosis,ISIC_0010852.jpg,.jpg,165785,Train\seborrheic keratosis\ISIC_0010852.jpg
Train,melanoma,ISIC_0010852.jpg,.jpg,165785,Train\melanoma\ISIC_0010852.jpg
Train,seborrheic keratosis,ISIC_0010860.jpg,.jpg,190344,Train\seborrheic keratosis\ISIC_0010860.jpg
Train,melanoma,ISIC_0010860.jpg,.jpg,190344,Train\melanoma\ISIC_0010860.jpg
Train,seborrheic keratosis,ISIC_0010862.jpg,.jpg,165423,Train\seborrheic keratosis\ISIC_0010862.jpg
Train,melanoma,ISIC_0010862.jpg,.jpg,165423,Train\melanoma\ISIC_0010862.jpg
Train,melanoma,ISIC_0010863.jpg,.jpg,187724,Train\melanoma\ISIC_0010863.jpg
Train,seborrheic keratosis,ISIC_0010863.jpg,.jpg,187724,Train\seborrheic keratosis\ISIC_0010863.jpg
Train,seborrheic keratosis,ISIC_0010866.jpg,.jpg,189528,Train\seborrheic keratosis\ISIC_0010866.jpg
Train,melanoma,ISIC_0010866.jpg,.jpg,189528,Train\melanoma\ISIC_0010866.jpg
Train,melanoma,ISIC_0010872.jpg,.jpg,190351,Train\melanoma\ISIC_0010872.jpg
Train,seborrheic keratosis,ISIC_0010872.jpg,.jpg,190351,Train\seborrheic keratosis\ISIC_0010872.jpg
Train,melanoma,ISIC_0010876.jpg,.jpg,164468,Train\melanoma\ISIC_0010876.jpg
Train,seborrheic keratosis,ISIC_0010876.jpg,.jpg,164468,Train\seborrheic keratosis\ISIC_0010876.jpg
Train,seborrheic keratosis,ISIC_0010878.jpg,.jpg,164284,Train\seborrheic keratosis\ISIC_0010878.jpg
Train,melanoma,ISIC_0010878.jpg,.jpg,164284,Train\melanoma\ISIC_0010878.jpg
Train,melanoma,ISIC_0010883.jpg,.jpg,153471,Train\melanoma\ISIC_0010883.jpg
Train,seborrheic keratosis,ISIC_0010883.jpg,.jpg,153471,Train\seborrheic keratosis\ISIC_0010883.jpg
Train,nevus,ISIC_0010889.jpg,.jpg,55730,Train\nevus\ISIC_0010889.jpg
Test,actinic keratosis,ISIC_0010889.jpg,.jpg,55730,Test\actinic keratosis\ISIC_0010889.jpg
Train,seborrheic keratosis,ISIC_0010890.jpg,.jpg,180954,Train\seborrheic keratosis\ISIC_0010890.jpg
Train,melanoma,ISIC_0010890.jpg,.jpg,180954,Train\melanoma\ISIC_0010890.jpg
Train,seborrheic keratosis,ISIC_0010898.jpg,.jpg,253862,Train\seborrheic keratosis\ISIC_0010898.jpg
Train,melanoma,ISIC_0010898.jpg,.jpg,253862,Train\melanoma\ISIC_0010898.jpg
Train,seborrheic keratosis,ISIC_0010900.jpg,.jpg,220006,Train\seborrheic keratosis\ISIC_0010900.jpg
Train,melanoma,ISIC_0010900.jpg,.jpg,220006,Train\melanoma\ISIC_0010900.jpg
Train,melanoma,ISIC_0010909.jpg,.jpg,208357,Train\melanoma\ISIC_0010909.jpg
Train,seborrheic keratosis,ISIC_0010909.jpg,.jpg,208357,Train\seborrheic keratosis\ISIC_0010909.jpg
Train,seborrheic keratosis,ISIC_0010912.jpg,.jpg,178011,Train\seborrheic keratosis\ISIC_0010912.jpg
Train,melanoma,ISIC_0010912.jpg,.jpg,178011,Train\melanoma\ISIC_0010912.jpg
Train,seborrheic keratosis,ISIC_0010917.jpg,.jpg,63265,Train\seborrheic keratosis\ISIC_0010917.jpg
Train,melanoma,ISIC_0010917.jpg,.jpg,63265,Train\melanoma\ISIC_0010917.jpg
Train,seborrheic keratosis,ISIC_0010923.jpg,.jpg,166835,Train\seborrheic keratosis\ISIC_0010923.jpg
Train,melanoma,ISIC_0010923.jpg,.jpg,166835,Train\melanoma\ISIC_0010923.jpg
Train,seborrheic keratosis,ISIC_0010925.jpg,.jpg,191337,Train\seborrheic keratosis\ISIC_0010925.jpg
Train,melanoma,ISIC_0010925.jpg,.jpg,191337,Train\melanoma\ISIC_0010925.jpg
Train,seborrheic keratosis,ISIC_0010934.jpg,.jpg,76235,Train\seborrheic keratosis\ISIC_0010934.jpg
Train,melanoma,ISIC_0010934.jpg,.jpg,76235,Train\melanoma\ISIC_0010934.jpg
Train,seborrheic keratosis,ISIC_0010938.jpg,.jpg,191954,Train\seborrheic keratosis\ISIC_0010938.jpg
Train,melanoma,ISIC_0010938.jpg,.jpg,191954,Train\melanoma\ISIC_0010938.jpg
Train,melanoma,ISIC_0010942.jpg,.jpg,210245,Train\melanoma\ISIC_0010942.jpg
Train,seborrheic keratosis,ISIC_0010942.jpg,.jpg,210245,Train\seborrheic keratosis\ISIC_0010942.jpg
Train,melanoma,ISIC_0010965.jpg,.jpg,180382,Train\melanoma\ISIC_0010965.jpg
Train,seborrheic keratosis,ISIC_0010965.jpg,.jpg,180382,Train\seborrheic keratosis\ISIC_0010965.jpg
Train,seborrheic keratosis,ISIC_0010971.jpg,.jpg,38917,Train\seborrheic keratosis\ISIC_0010971.jpg
Train,melanoma,ISIC_0010971.jpg,.jpg,38917,Train\melanoma\ISIC_0010971.jpg
Train,melanoma,ISIC_0010977.jpg,.jpg,181421,Train\melanoma\ISIC_0010977.jpg
Train,seborrheic keratosis,ISIC_0010977.jpg,.jpg,181421,Train\seborrheic keratosis\ISIC_0010977.jpg
Train,melanoma,ISIC_0010978.jpg,.jpg,74323,Train\melanoma\ISIC_0010978.jpg
Train,seborrheic keratosis,ISIC_0010978.jpg,.jpg,74323,Train\seborrheic keratosis\ISIC_0010978.jpg
Train,melanoma,ISIC_0010979.jpg,.jpg,143169,Train\melanoma\ISIC_0010979.jpg
Train,seborrheic keratosis,ISIC_0010979.jpg,.jpg,143169,Train\seborrheic keratosis\ISIC_0010979.jpg
Train,melanoma,ISIC_0010982.jpg,.jpg,169227,Train\melanoma\ISIC_0010982.jpg
Train,seborrheic keratosis,ISIC_0010982.jpg,.jpg,169227,Train\seborrheic keratosis\ISIC_0010982.jpg
Train,melanoma,ISIC_0010990.jpg,.jpg,173656,Train\melanoma\ISIC_0010990.jpg
Train,seborrheic keratosis,ISIC_0010990.jpg,.jpg,173656,Train\seborrheic keratosis\ISIC_0010990.jpg
Train,melanoma,ISIC_0010993.jpg,.jpg,207468,Train\melanoma\ISIC_0010993.jpg
Train,seborrheic keratosis,ISIC_0010993.jpg,.jpg,207468,Train\seborrheic keratosis\ISIC_0010993.jpg
Train,seborrheic keratosis,ISIC_0010995.jpg,.jpg,174427,Train\seborrheic keratosis\ISIC_0010995.jpg
Train,melanoma,ISIC_0010995.jpg,.jpg,174427,Train\melanoma\ISIC_0010995.jpg
Train,melanoma,ISIC_0011007.jpg,.jpg,147669,Train\melanoma\ISIC_0011007.jpg
Train,seborrheic keratosis,ISIC_0011007.jpg,.jpg,147669,Train\seborrheic keratosis\ISIC_0011007.jpg
Train,seborrheic keratosis,ISIC_0011012.jpg,.jpg,63303,Train\seborrheic keratosis\ISIC_0011012.jpg
Train,melanoma,ISIC_0011012.jpg,.jpg,63303,Train\melanoma\ISIC_0011012.jpg
Train,seborrheic keratosis,ISIC_0011013.jpg,.jpg,72118,Train\seborrheic keratosis\ISIC_0011013.jpg
Train,melanoma,ISIC_0011013.jpg,.jpg,72118,Train\melanoma\ISIC_0011013.jpg
Train,melanoma,ISIC_0011030.jpg,.jpg,61052,Train\melanoma\ISIC_0011030.jpg
Train,seborrheic keratosis,ISIC_0011030.jpg,.jpg,61052,Train\seborrheic keratosis\ISIC_0011030.jpg
Train,melanoma,ISIC_0011031.jpg,.jpg,171992,Train\melanoma\ISIC_0011031.jpg
Train,seborrheic keratosis,ISIC_0011031.jpg,.jpg,171992,Train\seborrheic keratosis\ISIC_0011031.jpg
Train,seborrheic keratosis,ISIC_0011032.jpg,.jpg,268153,Train\seborrheic keratosis\ISIC_0011032.jpg
Train,melanoma,ISIC_0011032.jpg,.jpg,268153,Train\melanoma\ISIC_0011032.jpg
Train,melanoma,ISIC_0011039.jpg,.jpg,232984,Train\melanoma\ISIC_0011039.jpg
Train,seborrheic keratosis,ISIC_0011039.jpg,.jpg,232984,Train\seborrheic keratosis\ISIC_0011039.jpg
Train,seborrheic keratosis,ISIC_0011040.jpg,.jpg,181454,Train\seborrheic keratosis\ISIC_0011040.jpg
Train,melanoma,ISIC_0011040.jpg,.jpg,181454,Train\melanoma\ISIC_0011040.jpg
Train,seborrheic keratosis,ISIC_0011042.jpg,.jpg,152615,Train\seborrheic keratosis\ISIC_0011042.jpg
Train,melanoma,ISIC_0011042.jpg,.jpg,152615,Train\melanoma\ISIC_0011042.jpg
Train,melanoma,ISIC_0011043.jpg,.jpg,172869,Train\melanoma\ISIC_0011043.jpg
Train,seborrheic keratosis,ISIC_0011043.jpg,.jpg,172869,Train\seborrheic keratosis\ISIC_0011043.jpg
Train,melanoma,ISIC_0011045.jpg,.jpg,159711,Train\melanoma\ISIC_0011045.jpg
Train,seborrheic keratosis,ISIC_0011045.jpg,.jpg,159711,Train\seborrheic keratosis\ISIC_0011045.jpg
Train,melanoma,ISIC_0011052.jpg,.jpg,167118,Train\melanoma\ISIC_0011052.jpg
Train,seborrheic keratosis,ISIC_0011052.jpg,.jpg,167118,Train\seborrheic keratosis\ISIC_0011052.jpg
Train,seborrheic keratosis,ISIC_0011056.jpg,.jpg,210271,Train\seborrheic keratosis\ISIC_0011056.jpg
Train,melanoma,ISIC_0011056.jpg,.jpg,210271,Train\melanoma\ISIC_0011056.jpg
Train,seborrheic keratosis,ISIC_0011057.jpg,.jpg,175244,Train\seborrheic keratosis\ISIC_0011057.jpg
Train,melanoma,ISIC_0011057.jpg,.jpg,175244,Train\melanoma\ISIC_0011057.jpg
Train,melanoma,ISIC_0011077.jpg,.jpg,230189,Train\melanoma\ISIC_0011077.jpg
Train,seborrheic keratosis,ISIC_0011077.jpg,.jpg,230189,Train\seborrheic keratosis\ISIC_0011077.jpg
Train,seborrheic keratosis,ISIC_0011094.jpg,.jpg,270435,Train\seborrheic keratosis\ISIC_0011094.jpg
Train,melanoma,ISIC_0011094.jpg,.jpg,270435,Train\melanoma\ISIC_0011094.jpg
Train,melanoma,ISIC_0011095.jpg,.jpg,218383,Train\melanoma\ISIC_0011095.jpg
Train,seborrheic keratosis,ISIC_0011095.jpg,.jpg,218383,Train\seborrheic keratosis\ISIC_0011095.jpg
Train,seborrheic keratosis,ISIC_0011099.jpg,.jpg,231164,Train\seborrheic keratosis\ISIC_0011099.jpg
Train,melanoma,ISIC_0011099.jpg,.jpg,231164,Train\melanoma\ISIC_0011099.jpg
Train,seborrheic keratosis,ISIC_0011112.jpg,.jpg,196660,Train\seborrheic keratosis\ISIC_0011112.jpg
Train,melanoma,ISIC_0011112.jpg,.jpg,196660,Train\melanoma\ISIC_0011112.jpg
Train,melanoma,ISIC_0011121.jpg,.jpg,188024,Train\melanoma\ISIC_0011121.jpg
Train,seborrheic keratosis,ISIC_0011121.jpg,.jpg,188024,Train\seborrheic keratosis\ISIC_0011121.jpg
Train,melanoma,ISIC_0011125.jpg,.jpg,214485,Train\melanoma\ISIC_0011125.jpg
Train,seborrheic keratosis,ISIC_0011125.jpg,.jpg,214485,Train\seborrheic keratosis\ISIC_0011125.jpg
Train,seborrheic keratosis,ISIC_0011128.jpg,.jpg,172168,Train\seborrheic keratosis\ISIC_0011128.jpg
Train,melanoma,ISIC_0011128.jpg,.jpg,172168,Train\melanoma\ISIC_0011128.jpg
Train,seborrheic keratosis,ISIC_0011130.jpg,.jpg,149624,Train\seborrheic keratosis\ISIC_0011130.jpg
Train,melanoma,ISIC_0011130.jpg,.jpg,149624,Train\melanoma\ISIC_0011130.jpg
Train,melanoma,ISIC_0011132.jpg,.jpg,154909,Train\melanoma\ISIC_0011132.jpg
Train,seborrheic keratosis,ISIC_0011132.jpg,.jpg,154909,Train\seborrheic keratosis\ISIC_0011132.jpg
Train,melanoma,ISIC_0011135.jpg,.jpg,186854,Train\melanoma\ISIC_0011135.jpg
Train,seborrheic keratosis,ISIC_0011135.jpg,.jpg,186854,Train\seborrheic keratosis\ISIC_0011135.jpg
Train,melanoma,ISIC_0011136.jpg,.jpg,173821,Train\melanoma\ISIC_0011136.jpg
Train,seborrheic keratosis,ISIC_0011136.jpg,.jpg,173821,Train\seborrheic keratosis\ISIC_0011136.jpg
Train,melanoma,ISIC_0011137.jpg,.jpg,181060,Train\melanoma\ISIC_0011137.jpg
Train,seborrheic keratosis,ISIC_0011137.jpg,.jpg,181060,Train\seborrheic keratosis\ISIC_0011137.jpg
Train,melanoma,ISIC_0011138.jpg,.jpg,196164,Train\melanoma\ISIC_0011138.jpg
Train,seborrheic keratosis,ISIC_0011138.jpg,.jpg,196164,Train\seborrheic keratosis\ISIC_0011138.jpg
Train,seborrheic keratosis,ISIC_0011139.jpg,.jpg,192380,Train\seborrheic keratosis\ISIC_0011139.jpg
Train,melanoma,ISIC_0011139.jpg,.jpg,192380,Train\melanoma\ISIC_0011139.jpg
Train,melanoma,ISIC_0011140.jpg,.jpg,176219,Train\melanoma\ISIC_0011140.jpg
Train,seborrheic keratosis,ISIC_0011140.jpg,.jpg,176219,Train\seborrheic keratosis\ISIC_0011140.jpg
Train,melanoma,ISIC_0011151.jpg,.jpg,193997,Train\melanoma\ISIC_0011151.jpg
Train,seborrheic keratosis,ISIC_0011151.jpg,.jpg,193997,Train\seborrheic keratosis\ISIC_0011151.jpg
Train,seborrheic keratosis,ISIC_0011158.jpg,.jpg,192562,Train\seborrheic keratosis\ISIC_0011158.jpg
Train,melanoma,ISIC_0011158.jpg,.jpg,192562,Train\melanoma\ISIC_0011158.jpg
Train,melanoma,ISIC_0011161.jpg,.jpg,170118,Train\melanoma\ISIC_0011161.jpg
Train,seborrheic keratosis,ISIC_0011161.jpg,.jpg,170118,Train\seborrheic keratosis\ISIC_0011161.jpg
Train,melanoma,ISIC_0011163.jpg,.jpg,135398,Train\melanoma\ISIC_0011163.jpg
Train,seborrheic keratosis,ISIC_0011163.jpg,.jpg,135398,Train\seborrheic keratosis\ISIC_0011163.jpg
Train,melanoma,ISIC_0011166.jpg,.jpg,214523,Train\melanoma\ISIC_0011166.jpg
Train,seborrheic keratosis,ISIC_0011166.jpg,.jpg,214523,Train\seborrheic keratosis\ISIC_0011166.jpg
Train,seborrheic keratosis,ISIC_0011169.jpg,.jpg,139489,Train\seborrheic keratosis\ISIC_0011169.jpg
Train,melanoma,ISIC_0011169.jpg,.jpg,139489,Train\melanoma\ISIC_0011169.jpg
Train,seborrheic keratosis,ISIC_0011174.jpg,.jpg,194129,Train\seborrheic keratosis\ISIC_0011174.jpg
Train,melanoma,ISIC_0011174.jpg,.jpg,194129,Train\melanoma\ISIC_0011174.jpg
Train,seborrheic keratosis,ISIC_0011176.jpg,.jpg,156698,Train\seborrheic keratosis\ISIC_0011176.jpg
Train,melanoma,ISIC_0011176.jpg,.jpg,156698,Train\melanoma\ISIC_0011176.jpg
Train,seborrheic keratosis,ISIC_0011178.jpg,.jpg,192520,Train\seborrheic keratosis\ISIC_0011178.jpg
Train,melanoma,ISIC_0011178.jpg,.jpg,192520,Train\melanoma\ISIC_0011178.jpg
Train,melanoma,ISIC_0011181.jpg,.jpg,202271,Train\melanoma\ISIC_0011181.jpg
Train,seborrheic keratosis,ISIC_0011181.jpg,.jpg,202271,Train\seborrheic keratosis\ISIC_0011181.jpg
Train,seborrheic keratosis,ISIC_0011185.jpg,.jpg,67281,Train\seborrheic keratosis\ISIC_0011185.jpg
Train,melanoma,ISIC_0011185.jpg,.jpg,67281,Train\melanoma\ISIC_0011185.jpg
Train,seborrheic keratosis,ISIC_0011187.jpg,.jpg,167983,Train\seborrheic keratosis\ISIC_0011187.jpg
Train,melanoma,ISIC_0011187.jpg,.jpg,167983,Train\melanoma\ISIC_0011187.jpg
Train,seborrheic keratosis,ISIC_0011193.jpg,.jpg,197051,Train\seborrheic keratosis\ISIC_0011193.jpg
Train,melanoma,ISIC_0011193.jpg,.jpg,197051,Train\melanoma\ISIC_0011193.jpg
Train,nevus,ISIC_0024468.jpg,.jpg,291343,Train\nevus\ISIC_0024468.jpg
Test,actinic keratosis,ISIC_0024468.jpg,.jpg,291343,Test\actinic keratosis\ISIC_0024468.jpg
Test,actinic keratosis,ISIC_0024470.jpg,.jpg,274221,Test\actinic keratosis\ISIC_0024470.jpg
Train,nevus,ISIC_0024470.jpg,.jpg,274221,Train\nevus\ISIC_0024470.jpg
Test,actinic keratosis,ISIC_0024511.jpg,.jpg,221256,Test\actinic keratosis\ISIC_0024511.jpg
Train,nevus,ISIC_0024511.jpg,.jpg,221256,Train\nevus\ISIC_0024511.jpg
Train,nevus,ISIC_0024646.jpg,.jpg,232181,Train\nevus\ISIC_0024646.jpg
Test,actinic keratosis,ISIC_0024646.jpg,.jpg,232181,Test\actinic keratosis\ISIC_0024646.jpg
Test,actinic keratosis,ISIC_0024707.jpg,.jpg,284809,Test\actinic keratosis\ISIC_0024707.jpg
Train,nevus,ISIC_0024707.jpg,.jpg,284809,Train\nevus\ISIC_0024707.jpg
Train,nevus,ISIC_0024763.jpg,.jpg,238553,Train\nevus\ISIC_0024763.jpg
Test,actinic keratosis,ISIC_0024763.jpg,.jpg,238553,Test\actinic keratosis\ISIC_0024763.jpg
Train,nevus,ISIC_0024771.jpg,.jpg,265349,Train\nevus\ISIC_0024771.jpg
Test,actinic keratosis,ISIC_0024771.jpg,.jpg,265349,Test\actinic keratosis\ISIC_0024771.jpg
Train,nevus,ISIC_0024800.jpg,.jpg,268818,Train\nevus\ISIC_0024800.jpg
Test,actinic keratosis,ISIC_0024800.jpg,.jpg,268818,Test\actinic keratosis\ISIC_0024800.jpg
Train,nevus,ISIC_0024913.jpg,.jpg,324844,Train\nevus\ISIC_0024913.jpg
Test,actinic keratosis,ISIC_0024913.jpg,.jpg,324844,Test\actinic keratosis\ISIC_0024913.jpg
Train,nevus,ISIC_0024948.jpg,.jpg,274133,Train\nevus\ISIC_0024948.jpg
Test,actinic keratosis,ISIC_0024948.jpg,.jpg,274133,Test\actinic keratosis\ISIC_0024948.jpg
Train,nevus,ISIC_0025368.jpg,.jpg,235603,Train\nevus\ISIC_0025368.jpg
Test,actinic keratosis,ISIC_0025368.jpg,.jpg,235603,Test\actinic keratosis\ISIC_0025368.jpg
Train,nevus,ISIC_0025427.jpg,.jpg,288982,Train\nevus\ISIC_0025427.jpg
Test,actinic keratosis,ISIC_0025427.jpg,.jpg,288982,Test\actinic keratosis\ISIC_0025427.jpg
Test,actinic keratosis,ISIC_0025605.jpg,.jpg,249258,Test\actinic keratosis\ISIC_0025605.jpg
Train,nevus,ISIC_0025605.jpg,.jpg,249258,Train\nevus\ISIC_0025605.jpg
Train,actinic keratosis,ISIC_0025780.jpg,.jpg,260942,Train\actinic keratosis\ISIC_0025780.jpg
Train,nevus,ISIC_0025780.jpg,.jpg,260942,Train\nevus\ISIC_0025780.jpg
Train,actinic keratosis,ISIC_0025803.jpg,.jpg,312743,Train\actinic keratosis\ISIC_0025803.jpg
Train,nevus,ISIC_0025803.jpg,.jpg,312743,Train\nevus\ISIC_0025803.jpg
Train,actinic keratosis,ISIC_0025825.jpg,.jpg,294418,Train\actinic keratosis\ISIC_0025825.jpg
Train,nevus,ISIC_0025825.jpg,.jpg,294418,Train\nevus\ISIC_0025825.jpg
Train,nevus,ISIC_0025953.jpg,.jpg,273040,Train\nevus\ISIC_0025953.jpg
Train,actinic keratosis,ISIC_0025953.jpg,.jpg,273040,Train\actinic keratosis\ISIC_0025953.jpg
Train,actinic keratosis,ISIC_0025957.jpg,.jpg,260619,Train\actinic keratosis\ISIC_0025957.jpg
Train,nevus,ISIC_0025957.jpg,.jpg,260619,Train\nevus\ISIC_0025957.jpg
Train,actinic keratosis,ISIC_0025992.jpg,.jpg,249077,Train\actinic keratosis\ISIC_0025992.jpg
Train,nevus,ISIC_0025992.jpg,.jpg,249077,Train\nevus\ISIC_0025992.jpg
Train,actinic keratosis,ISIC_0026040.jpg,.jpg,245057,Train\actinic keratosis\ISIC_0026040.jpg
Train,nevus,ISIC_0026040.jpg,.jpg,245057,Train\nevus\ISIC_0026040.jpg
Train,actinic keratosis,ISIC_0026149.jpg,.jpg,231529,Train\actinic keratosis\ISIC_0026149.jpg
Train,nevus,ISIC_0026149.jpg,.jpg,231529,Train\nevus\ISIC_0026149.jpg
Train,nevus,ISIC_0026171.jpg,.jpg,321683,Train\nevus\ISIC_0026171.jpg
Train,actinic keratosis,ISIC_0026171.jpg,.jpg,321683,Train\actinic keratosis\ISIC_0026171.jpg
Train,nevus,ISIC_0026194.jpg,.jpg,252103,Train\nevus\ISIC_0026194.jpg
