split,class_label,filename,extension,size_bytes,relative_path
Train,actinic keratosis,ISIC_0025780.jpg,.jpg,260942,Train\actinic keratosis\ISIC_0025780.jpg
Train,actinic keratosis,ISIC_0025803.jpg,.jpg,312743,Train\actinic keratosis\ISIC_0025803.jpg
Train,actinic keratosis,ISIC_0025825.jpg,.jpg,294418,Train\actinic keratosis\ISIC_0025825.jpg
Train,actinic keratosis,ISIC_0025953.jpg,.jpg,273040,Train\actinic keratosis\ISIC_0025953.jpg
Train,actinic keratosis,ISIC_0025957.jpg,.jpg,260619,Train\actinic keratosis\ISIC_0025957.jpg
Train,actinic keratosis,ISIC_0025992.jpg,.jpg,249077,Train\actinic keratosis\ISIC_0025992.jpg
Train,actinic keratosis,ISIC_0026040.jpg,.jpg,245057,Train\actinic keratosis\ISIC_0026040.jpg
Train,actinic keratosis,ISIC_0026149.jpg,.jpg,231529,Train\actinic keratosis\ISIC_0026149.jpg
Train,actinic keratosis,ISIC_0026171.jpg,.jpg,321683,Train\actinic keratosis\ISIC_0026171.jpg
Train,actinic keratosis,ISIC_0026194.jpg,.jpg,252103,Train\actinic keratosis\ISIC_0026194.jpg
Train,actinic keratosis,ISIC_0026212.jpg,.jpg,298308,Train\actinic keratosis\ISIC_0026212.jpg
Train,actinic keratosis,ISIC_0026457.jpg,.jpg,271535,Train\actinic keratosis\ISIC_0026457.jpg
Train,actinic keratosis,ISIC_0026468.jpg,.jpg,155738,Train\actinic keratosis\ISIC_0026468.jpg
Train,actinic keratosis,ISIC_0026525.jpg,.jpg,273790,Train\actinic keratosis\ISIC_0026525.jpg
Train,actinic keratosis,ISIC_0026575.jpg,.jpg,274739,Train\actinic keratosis\ISIC_0026575.jpg
Train,actinic keratosis,ISIC_0026625.jpg,.jpg,301284,Train\actinic keratosis\ISIC_0026625.jpg
Train,actinic keratosis,ISIC_0026626.jpg,.jpg,290951,Train\actinic keratosis\ISIC_0026626.jpg
Train,actinic keratosis,ISIC_0026650.jpg,.jpg,252523,Train\actinic keratosis\ISIC_0026650.jpg
Train,actinic keratosis,ISIC_0026702.jpg,.jpg,279799,Train\actinic keratosis\ISIC_0026702.jpg
Train,actinic keratosis,ISIC_0026709.jpg,.jpg,301437,Train\actinic keratosis\ISIC_0026709.jpg
Train,actinic keratosis,ISIC_0026729.jpg,.jpg,246442,Train\actinic keratosis\ISIC_0026729.jpg
Train,actinic keratosis,ISIC_0026765.jpg,.jpg,265203,Train\actinic keratosis\ISIC_0026765.jpg
Train,actinic keratosis,ISIC_0026848.jpg,.jpg,235871,Train\actinic keratosis\ISIC_0026848.jpg
Train,actinic keratosis,ISIC_0026857.jpg,.jpg,277681,Train\actinic keratosis\ISIC_0026857.jpg
Train,actinic keratosis,ISIC_0026905.jpg,.jpg,286887,Train\actinic keratosis\ISIC_0026905.jpg
Train,actinic keratosis,ISIC_0026984.jpg,.jpg,258050,Train\actinic keratosis\ISIC_0026984.jpg
Train,actinic keratosis,ISIC_0027172.jpg,.jpg,254845,Train\actinic keratosis\ISIC_0027172.jpg
Train,actinic keratosis,ISIC_0027254.jpg,.jpg,313807,Train\actinic keratosis\ISIC_0027254.jpg
Train,actinic keratosis,ISIC_0027334.jpg,.jpg,204831,Train\actinic keratosis\ISIC_0027334.jpg
Train,actinic keratosis,ISIC_0027447.jpg,.jpg,282606,Train\actinic keratosis\ISIC_0027447.jpg
Train,actinic keratosis,ISIC_0027452.jpg,.jpg,291471,Train\actinic keratosis\ISIC_0027452.jpg
Train,actinic keratosis,ISIC_0027536.jpg,.jpg,281851,Train\actinic keratosis\ISIC_0027536.jpg
Train,actinic keratosis,ISIC_0027562.jpg,.jpg,248041,Train\actinic keratosis\ISIC_0027562.jpg
Train,actinic keratosis,ISIC_0027580.jpg,.jpg,237879,Train\actinic keratosis\ISIC_0027580.jpg
Train,actinic keratosis,ISIC_0027615.jpg,.jpg,263206,Train\actinic keratosis\ISIC_0027615.jpg
Train,actinic keratosis,ISIC_0027650.jpg,.jpg,245792,Train\actinic keratosis\ISIC_0027650.jpg
Train,actinic keratosis,ISIC_0027668.jpg,.jpg,321848,Train\actinic keratosis\ISIC_0027668.jpg
Train,actinic keratosis,ISIC_0027802.jpg,.jpg,229911,Train\actinic keratosis\ISIC_0027802.jpg
Train,actinic keratosis,ISIC_0027829.jpg,.jpg,222294,Train\actinic keratosis\ISIC_0027829.jpg
Train,actinic keratosis,ISIC_0027884.jpg,.jpg,241430,Train\actinic keratosis\ISIC_0027884.jpg
Train,actinic keratosis,ISIC_0027896.jpg,.jpg,291117,Train\actinic keratosis\ISIC_0027896.jpg
Train,actinic keratosis,ISIC_0027950.jpg,.jpg,166916,Train\actinic keratosis\ISIC_0027950.jpg
