epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.7969318785577553,0.17794445828993047,1.5292503923515253,0.21681507237404501
2,1.6697248910101123,0.20823403011097744,1.5142476356164525,0.21248532574437703
3,1.6467830383866124,0.21262229976821628,1.5211889090973245,0.2402692810974221
4,1.6181858279649222,0.22282151336375608,1.4917807140642607,0.23964828893217113
5,1.6071503305353483,0.23156000321528544,1.4887585850416383,0.21940214095479485
6,1.6069334747449526,0.21972207008497596,1.4835031515435328,0.19554584902741828
7,1.5896591654101622,0.21992539236973804,1.4741319146337388,0.20527179193435832
8,1.599213013507379,0.2272897116795254,1.4924433839710294,0.22611981390993982
9,1.6042963700046682,0.22155834090412693,1.4363987177391992,0.22344524673630112
10,1.5847990941075445,0.21408317918709446,1.4255078270147834,0.233789105182314
