epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.4233990956687166,0.34388545921001035,0.9219058798917685,0.543514783523866
2,0.8365211917767179,0.5676039072686827,0.8777414814461715,0.5333463210552558
3,0.6289237909218981,0.6468650994893128,0.7312791821243444,0.5927597134557316
4,0.5112075735881354,0.693801119851784,0.6902477497025222,0.6281750544241119
5,0.44089319634818813,0.7505089015312737,0.7559447386199677,0.5846345743366104
6,0.37519494715178103,0.7708637353082592,0.6694952948422213,0.6318033749899152
7,0.33245187798681974,0.783475936137788,0.6657192470986076,0.614878794101271
8,0.3203504389350854,0.8131375819527384,0.6830742535473584,0.6388880753720485
9,0.2693211672171261,0.8402768651371689,0.6556725753179635,0.6365328697817141
10,0.22625205096927525,0.8571807052957136,0.6625107024448225,0.6464723889780639
11,0.2007820243787112,0.8684528498284457,0.6260846872515554,0.6591502170311597
12,0.2232674198583628,0.850217305811072,0.5949586124161257,0.6787372427601363
13,0.1820744535561836,0.88554762146629,0.6493481767824854,0.6795157599478435
14,0.1428072180307504,0.8990137429495071,0.6281899119579022,0.6713864103312167
15,0.1251096809905199,0.9182003653131379,0.6893473379338765,0.642693001054438
16,0.12192294059447872,0.9183295498883725,0.706798112457947,0.6483675902869713
17,0.1460061523337864,0.9052035566806274,0.6933006277527514,0.649126386603798
18,0.09925600059802774,0.9298034290186906,0.6452141060015506,0.6752128133694872
19,0.10783281227066338,0.9230551089549327,0.6978851545063517,0.6751596149286555
20,0.11962985504590941,0.91243590365747,0.6893504329477446,0.6976550020266832
21,0.08617140749827887,0.9339456551654749,0.6828311005387602,0.6584538318193908
22,0.08816347771597072,0.9346550709697368,0.7325773885489741,0.6810951660806903
23,0.1328811234577018,0.908201717646502,0.7577015498552538,0.6325592780037868
24,0.08144116746011731,0.9410006777796459,0.7105766713276733,0.6731237467099697
25,0.09074600755334376,0.939840813019421,0.7576888188059572,0.6434031478961336
26,0.08161410814452212,0.9393227430821581,0.7496473920803957,0.6861387086983798
27,0.06760072904074621,0.9475831839722899,0.7834792947924034,0.6788091880073026
