epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.7973392455663633,0.19317556978141723,1.54186535596371,0.25147147536946285
2,1.6798007138315982,0.21652393417453092,1.4896180652761999,0.2252542320362018
3,1.6476378662799986,0.22219159038422556,1.4855136485357112,0.2000124913318743
4,1.626212313677637,0.22259813145846513,1.5068435181307047,0.26217278752544243
5,1.6347837235708362,0.22909511160199184,1.5092184842228493,0.2163371824042898
6,1.598052078693135,0.22670904797615174,1.4807807121334038,0.23810557012124428
7,1.6101877938536902,0.2261748142227046,1.4485919690783384,0.26566119227850093
8,1.606687173102666,0.22177387156749143,1.417519336855467,0.2554250983016895
9,1.5982485417976575,0.23290090591962295,1.4499794162963724,0.2215821547225041
10,1.571309128534719,0.22938661512181788,1.4467558556600542,0.2254905011091514
11,1.587885349767675,0.22363407674882846,1.4379739921780763,0.23432482038727206
12,1.5909264022319538,0.22813743461015118,1.4712890181678044,0.2337847458285831
13,1.582063170040355,0.23113267384386557,1.4494920982510784,0.22213519235590873
14,1.572623183562509,0.2205141723558696,1.4578280220184225,0.22212508487818874
