epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.8555644943586471,0.09539588544315908,1.7123828717237393,0.09963192274911777
2,1.6457321173227293,0.1862815579881566,1.598008090927756,0.1753728409075748
3,1.3924695844222719,0.29848730233301796,1.4351665127206836,0.3199698794059959
4,1.1304861094853649,0.4761248977854136,1.2768624477837918,0.4408819614747741
5,0.8938506225571686,0.6264163850779949,1.2142735444582426,0.549714062892859
6,0.7572281141655234,0.7329947342797608,1.2068970619574102,0.5760473345897711
7,0.6828250614079562,0.7735542619853263,1.2148136669362084,0.5686762375435718
8,0.6108047411421019,0.8205503240897184,1.1810799907650469,0.5668783490267684
9,0.5665600069730101,0.8418345882297783,1.178219130758703,0.5640452208933735
10,0.5359610997576494,0.8551056756351724,1.1197333709728083,0.618178468749245
11,0.5182765852915098,0.8677781231473132,1.2259248198842156,0.5804114230584818
12,0.5022639402119933,0.8490842089021685,1.1185407804314202,0.6012597059374393
13,0.4542934340824968,0.8877735460328573,1.185682242438638,0.5760996383962446
14,0.4501561293120996,0.8958821125420241,1.1450868901416396,0.5836345181436545
15,0.4019599781089821,0.9063309709133006,1.1109743160608958,0.6008633968143346
16,0.40532040091261623,0.8988507662819368,1.1491696848671817,0.5952870234499924
17,0.3943744505550318,0.9009937040203227,1.1460952289711088,0.5742519038136761
