epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.5414454080396394,0.3357808032344969,1.3151139923806727,0.4236157446947321
2,1.3103905542107626,0.4091089355988351,1.217578258740126,0.47081179622725244
3,1.225951369346153,0.43345618156377363,1.1944416207674693,0.4564318004147205
4,1.2164552960716475,0.44881881052612416,1.199858482772782,0.4354801574737334
5,1.1629461847236415,0.43840049696543787,1.1884165120548045,0.45988281090499233
6,1.1563943556207203,0.46442379805865625,1.1881253779287169,0.44916336823080033
7,1.1379707789658609,0.4532493156105972,1.19322240987473,0.4736416107888219
8,1.1108856412720116,0.46250600686574633,1.1912411458393526,0.4720080433791793
9,1.1120066466842167,0.45373019565339107,1.203810345491714,0.455270983601656
10,1.1096441545343934,0.46483100585142845,1.1983261905478302,0.47256904791381155
11,1.1196761158008504,0.471241472118489,1.2000321812883636,0.44277589620483065
12,1.0770645696822911,0.469761233696745,1.192165420605586,0.46768610180888537
13,1.0902925998454966,0.45803621312634096,1.2080837364732866,0.452583446606815
14,1.074189878935238,0.4713795147503668,1.2195424084832682,0.4503311027524209
