epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.4344850932972815,0.35245576703178344,1.1891682740499283,0.4865758088801071
2,1.0863794633935426,0.5099970102185484,1.01084764927802,0.5327370515317407
3,0.9402538303420375,0.569374739982159,0.9524303646482659,0.5254987531811737
4,0.854078959260753,0.5948087472978388,0.9097691820218012,0.5861485080637706
5,0.8155145325963553,0.6112804895827331,0.9315458818300236,0.5573824166726332
6,0.7393643726892816,0.638249903509393,0.9457112102818912,0.5277096098360207
7,0.7322865513015357,0.6502519246906872,0.9352791231764844,0.5608309964329323
8,0.6716559285096184,0.6587147412981768,0.9328605920605405,0.528779158896118
9,0.636641267079345,0.6823769904342164,0.941832860193309,0.5372871153705706
10,0.6139568750320901,0.7046911964843149,0.9624681719661464,0.5301775575459785
11,0.5787107549598476,0.712561371872995,0.9795944556682068,0.538164352865811
