epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.50845133100322,0.320641098454271,1.303609181437972,0.4262772285889249
2,1.2708493021327265,0.43516879559301963,1.2187439182100916,0.46411539994175977
3,1.2248814790364666,0.4293170175207188,1.2018774529180583,0.45229289002238815
4,1.193256686663123,0.4435278592380505,1.2060155797992231,0.47889785660224343
5,1.1626977589477787,0.44697669981245786,1.182418916352402,0.45895216910863534
6,1.1632064243924722,0.4446043388294392,1.1928386141562604,0.44678897961932035
7,1.1532463279192058,0.44839993030854197,1.1996038926423653,0.4628358494591271
8,1.1228722904717194,0.45856324453958414,1.1976990534003669,0.47517633693006817
9,1.1121984941427911,0.46246046085774345,1.2015003607823298,0.4671661824411661
10,1.0969325397557963,0.47060480385757036,1.2125537109798228,0.46966302189362635
11,1.088183990302745,0.46893692574543494,1.2054475175558463,0.46852208869752726
