epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.8560022610062235,0.14726055758172465,1.7574673467839257,0.17673614614513614
2,1.6802567583537784,0.2171410860382981,1.617873064865022,0.30156926031839554
3,1.42462836018535,0.3386323780126613,1.4230882909876355,0.4064304844516435
4,1.1684295642717393,0.4964274136156392,1.2932595705844947,0.49071428736505185
5,1.0135833863748858,0.590431513356587,1.1790884006658249,0.5698086231508186
6,0.8908800734381005,0.6430084799483182,1.1088596321421968,0.5947160867937895
7,0.7864369240080286,0.6817710439069441,1.0903806368980182,0.623558293249378
8,0.7385757757747455,0.7310291295417662,1.0640024602765867,0.6465632955953965
9,0.679263576623957,0.7570298281811899,1.0665997069262894,0.6468108245013787
10,0.649309782874985,0.7685279147490376,1.0660302723653219,0.5758894891149829
11,0.6214330218648851,0.7872302326367705,1.0524621500066047,0.5415382585176743
12,0.6049268133613568,0.7971636511481592,1.0602361069628472,0.5452945072549019
13,0.5572317898050786,0.8199773990310965,1.0425649010218108,0.5302350245359094
14,0.5584296475014977,0.8179204725360537,1.0337761859216634,0.6650243104568573
15,0.5477376025759269,0.8165754434789981,1.0238498283561164,0.5502909708667678
16,0.5304492832269347,0.8270087862153334,1.0722919452119861,0.5295114526487731
17,0.5202212352236062,0.8342644076518108,1.00328599136962,0.5239392786245151
18,0.47999513401634814,0.8502359287373956,1.0591582648852873,0.5221784825849517
19,0.4676312420466175,0.8430780419508798,1.0268112900694446,0.5402401119008425
20,0.4689561394350615,0.8534409367190419,1.0316266004855816,0.5516650120561668
21,0.4445077703423696,0.8548808962335648,1.0618416712834284,0.5342511976712939
