epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.4425578714159328,0.33931374824659316,1.1630712796950482,0.49577917307494146
2,1.0703861297735686,0.5175504848844986,0.9914392162356856,0.547766672032172
3,0.9123233231631193,0.5797262037881848,0.9361380003613128,0.5598606965671926
4,0.8772405075700316,0.5935192944660422,0.9345142576821457,0.5435822484885252
5,0.786109303626444,0.6272496862914744,0.9378725791118554,0.554375773995421
6,0.7572831849232409,0.6104625711480338,0.9571928286693505,0.5668072668813234
7,0.7343113821737496,0.6337562753519718,0.9489067814053869,0.5731932234847033
8,0.6862200295197711,0.6612426506578679,0.967728362986322,0.5540866232739735
9,0.6651593952962797,0.6598867960030819,0.9699569947620821,0.5657749995424485
10,0.636715997794497,0.6838597896562914,0.9851829444868325,0.5345161166875372
11,0.632316266614503,0.6898990045580926,1.0466605326127725,0.5529216478281654
12,0.5985192172925172,0.6951207135713028,1.0370865601759691,0.5313062888648087
13,0.6285464627805118,0.6765934808799968,1.0457207973186786,0.5415597661392578
14,0.5536964748745986,0.7065494635695554,1.066783201059646,0.5306757307070095
