epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.6726016698412105,0.25343318182667296,1.5849497205406957,0.309859561165897
2,1.3138326032372518,0.4859304247933116,1.4337947707204424,0.4387173146231118
3,1.1162621510281212,0.643523018467251,1.3399245901220649,0.4829496905344362
4,0.9601118123694642,0.7120838136641403,1.2944942712783813,0.514402373622955
5,0.8643004714626156,0.7456245356296183,1.213878192845181,0.5367509554285923
6,0.801846422487,0.7652843315319648,1.1614379015194594,0.5733574024281672
7,0.7286091758631829,0.7915045088517756,1.1272828529572345,0.5441084336924494
8,0.68478123381604,0.7898139752955803,1.1342716626161655,0.5474378076024696
9,0.6394064236399839,0.812890638900411,1.1185866107602092,0.5432034807195663
10,0.623067636938202,0.8156802054409993,1.1074187536916789,0.549391348144915
11,0.591541236690982,0.8412942563574325,1.1088789017242793,0.5491567305717171
12,0.5676064939234652,0.8338869755083511,1.0839935731605665,0.5568396825668718
13,0.5536814147924278,0.8466445092331445,1.0937416147903578,0.5335469864491349
