epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.7775079939760277,0.18722925289333656,1.701312271095592,0.17799684830934828
2,1.5824316875129976,0.2680587939409693,1.5464496457365138,0.3673180611689462
3,1.335551265761683,0.4155433537375661,1.3877981358025906,0.5091369439116998
4,1.1118104177275452,0.5424390018600257,1.2785927177180905,0.5716961913023854
5,0.9522965899291698,0.6585280738005143,1.1807856157686583,0.5977747473982247
6,0.8662858061297596,0.7026801525410403,1.1498505307372504,0.6033588179446614
7,0.7507131067040849,0.7805838907517147,1.1170022861492,0.6049487883762859
8,0.6799925714174511,0.8028101758982693,1.1110863396401942,0.5817106776729528
9,0.6463684934756231,0.8216888247808712,1.1104914676508255,0.5897382590273058
10,0.5859484955352983,0.8433868077191394,1.1211961183322252,0.5698505477257201
11,0.573517643648245,0.8601640210807191,1.0925804418924998,0.5770283736627759
12,0.5227414054858729,0.8762089688011128,1.077330313843383,0.5644245819539937
13,0.5035445514978241,0.8789843993730705,1.059170923994843,0.594848572038637
14,0.47596482515038174,0.8675311188249056,1.0673491658543695,0.5871392082389525
