epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.7132845434127086,0.24769304450417215,1.6017886132178223,0.32949094123799016
2,1.3294433246959338,0.5044359735236087,1.394063037528089,0.4734836979078462
3,1.0884049293558447,0.6740300976429753,1.3010353195596729,0.5501130910433236
4,0.9423864756248066,0.750330043674702,1.2050408759766076,0.5524066308887944
5,0.8147930546685738,0.7798483368932135,1.1645027765860925,0.5508867031015315
6,0.7216120514448078,0.8202642287017762,1.155682748591406,0.5516037769614976
7,0.6654889185728499,0.8318291263065318,1.1025459068061332,0.5669854068581535
8,0.6187724103666332,0.8353495483025717,1.119540483288511,0.564819138021822
9,0.5820390343814531,0.8519391117692633,1.1130923159729094,0.5488132559303022
10,0.5457971776704562,0.8554202487458259,1.090644335605689,0.5672093859006279
11,0.5323815964078844,0.8640163063070934,1.0646392085848475,0.5705240825499283
12,0.4818631539754523,0.8894560232718275,1.1045107531124319,0.5760231543694199
13,0.48373004003598413,0.8606931934724006,1.071903640701926,0.5457762580966053
14,0.4917463907417592,0.8653889343795952,1.0884532455861922,0.5636604136604136
15,0.4436004565260924,0.889126912762142,1.1169049217856142,0.5688919580065049
16,0.4306635502563467,0.8722633103943557,1.085892584902295,0.562836640508368
17,0.4240771745091506,0.8808660323790436,1.106013697279981,0.5730188443261449
18,0.4134164886041121,0.8838432174411784,1.07980414396207,0.5639819375654508
19,0.40627419577440615,0.8975995025976172,1.10474534359204,0.5721048706689139
