epoch,train_loss,train_macro_f1,val_loss,val_macro_f1
1,1.6530646103553726,0.26233415475743416,1.5843794247102456,0.3660816062371724
2,1.3043986364438258,0.49042413073423435,1.3938666356385812,0.49159159880179176
3,1.081794258963275,0.6394226441786085,1.316571294908693,0.5494131461373868
4,0.921986844590117,0.716063726927444,1.2196613324464425,0.562874853525746
5,0.811807885264994,0.7461102267336471,1.2133702526431112,0.5399707748391959
6,0.7579603166241723,0.7856189521106977,1.160796513924232,0.553497396637575
7,0.6821981856267746,0.8155062322204408,1.1221566694022636,0.5835413442406415
8,0.6502625162841967,0.8252127162182878,1.1273112416972775,0.5821392061370996
9,0.5965077351514311,0.8391434389528919,1.1376401482249152,0.5616382942860484
10,0.5741527167753145,0.8416958798129053,1.137467475332452,0.553820050343047
11,0.5476221237354825,0.8540229888640329,1.1255172935463267,0.5354234516421902
12,0.5105248316287401,0.8579077236343938,1.1389136885750224,0.5508142715459788
13,0.4694895884613617,0.8798550459854381,1.1396713658902773,0.5590754411173976
14,0.4828867966107384,0.881658237804895,1.1399172473941328,0.5400888049412056
